leaf_signature,parent,full_key,value,locale_count
conn.dwFeatureAutoScale,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.dwFeatureAutoScale,Dw Feature Auto Scale,12
conn.dwFeatureAutoScale,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.dwFeatureAutoScale,Dw Feature Auto Scale,5
conn.dwFeatureTimeTravel,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.dwFeatureTimeTravel,Dw Feature Time Travel,12
conn.dwFeatureTimeTravel,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.dwFeatureTimeTravel,Dw Feature Time Travel,5
conn.dwSync15min,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.dwSync15min,Dw Sync15min,12
conn.dwSync15min,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.dwSync15min,Dw Sync15min,5
conn.dwSyncDaily03,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.dwSyncDaily03,Dw Sync Daily03,12
conn.dwSyncDaily03,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.dwSyncDaily03,Dw Sync Daily03,5
conn.dwFeatureSpectrum,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.dwFeatureSpectrum,Dw Feature Spectrum,12
conn.dwFeatureSpectrum,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.dwFeatureSpectrum,Dw Feature Spectrum,5
conn.dwFeatureMLBuiltin,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.dwFeatureMLBuiltin,Dw Feature M L Builtin,12
conn.dwFeatureMLBuiltin,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.dwFeatureMLBuiltin,Dw Feature M L Builtin,5
conn.dwSync30min,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.dwSync30min,Dw Sync30min,12
conn.dwSync30min,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.dwSync30min,Dw Sync30min,5
conn.dwSyncDaily04,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.dwSyncDaily04,Dw Sync Daily04,12
conn.dwSyncDaily04,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.dwSyncDaily04,Dw Sync Daily04,5
conn.dwFeatureDelta,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.dwFeatureDelta,Dw Feature Delta,12
conn.dwFeatureDelta,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.dwFeatureDelta,Dw Feature Delta,5
conn.dwSyncDaily01,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.dwSyncDaily01,Dw Sync Daily01,12
conn.dwSyncDaily01,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.dwSyncDaily01,Dw Sync Daily01,5
conn.dwSyncWeekly,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.dwSyncWeekly,Dw Sync Weekly,12
conn.dwSyncWeekly,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.dwSyncWeekly,Dw Sync Weekly,5
conn.dwAuthSA,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.dwAuthSA,Dw Auth S A,12
conn.dwAuthSA,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.dwAuthSA,Dw Auth S A,5
conn.statusSyncing,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.statusSyncing,Status Syncing,12
conn.statusSyncing,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.statusSyncing,Status Syncing,5
conn.statusDisconnected,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.statusDisconnected,Status Disconnected,12
conn.statusDisconnected,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.statusDisconnected,Status Disconnected,5
conn.dwSyncPeriod,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.dwSyncPeriod,Dw Sync Period,12
conn.dwSyncPeriod,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.dwSyncPeriod,Dw Sync Period,5
conn.btnDisconnect,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.btnDisconnect,Disconnect,12
conn.btnDisconnect,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.btnDisconnect,Disconnect,5
conn.dwConnectPrompt,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.dwConnectPrompt,Dw Connect Prompt,12
conn.dwConnectPrompt,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.dwConnectPrompt,Dw Connect Prompt,5
conn.connecting,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.connecting,Connecting,12
conn.connecting,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.connecting,Connecting,5
conn.btnConnect,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.btnConnect,Connect,12
conn.btnConnect,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.btnConnect,Connect,5
conn.dwTitle,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.dwTitle,Dw Title,12
conn.dwTitle,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.dwTitle,Dw Title,5
conn.dwDesc,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.dwDesc,Dw,12
conn.dwDesc,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.dwDesc,Dw,5
conn.dwBadge1,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.dwBadge1,Dw Badge1,12
conn.dwBadge1,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.dwBadge1,Dw Badge1,5
conn.dwBadge2,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.dwBadge2,Dw Badge2,12
conn.dwBadge2,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.dwBadge2,Dw Badge2,5
conn.dwBadge3,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.dwBadge3,Dw Badge3,12
conn.dwBadge3,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.dwBadge3,Dw Badge3,5
conn.dwBadge4,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.dwBadge4,Dw Badge4,12
conn.dwBadge4,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.dwBadge4,Dw Badge4,5
conn.dwBadge5,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.dwBadge5,Dw Badge5,12
conn.dwBadge5,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.dwBadge5,Dw Badge5,5
conn.dwArchTitle,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.dwArchTitle,Dw Arch Title,12
conn.dwArchTitle,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.dwArchTitle,Dw Arch Title,5
conn.dwArchAd,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.dwArchAd,Dw Arch Ad,12
conn.dwArchAd,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.dwArchAd,Dw Arch Ad,5
conn.dwArchCommerce,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.dwArchCommerce,Dw Arch Commerce,12
conn.dwArchCommerce,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.dwArchCommerce,Dw Arch Commerce,5
conn.dwArchCRM,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.dwArchCRM,Dw Arch C R M,12
conn.dwArchCRM,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.dwArchCRM,Dw Arch C R M,5
conn.dwArchAnalytics,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.dwArchAnalytics,Dw Arch Analytics,12
conn.dwArchAnalytics,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.dwArchAnalytics,Dw Arch Analytics,5
conn.eventFeed,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.eventFeed,Event Feed,12
conn.eventFeed,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.eventFeed,Event Feed,5
conn.eventFeedSub,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.eventFeedSub,Event Feed,12
conn.eventFeedSub,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.eventFeedSub,Event Feed,5
conn.noEvents,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.noEvents,No Events,12
conn.noEvents,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.noEvents,No Events,5
conn.crossTabSync,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.crossTabSync,Cross Sync,12
conn.crossTabSync,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.crossTabSync,Cross Sync,5
conn.kpiConnected,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.kpiConnected,Connected,12
conn.kpiConnected,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.kpiConnected,Connected,5
conn.badgeRealSync,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.badgeRealSync,Badge Real Sync,12
conn.badgeRealSync,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.badgeRealSync,Badge Real Sync,5
conn.badgeSecurity,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.badgeSecurity,Badge Security,12
conn.badgeSecurity,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.badgeSecurity,Badge Security,5
conn.tabPlatforms,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.tabPlatforms,Platforms,12
conn.tabPlatforms,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.tabPlatforms,Platforms,5
conn.filterAll,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.filterAll,Filter All,12
conn.filterAll,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.filterAll,Filter All,5
conn.filterDisconnected,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.filterDisconnected,Filter Disconnected,12
conn.filterDisconnected,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.filterDisconnected,Filter Disconnected,5
conn.noPlatforms,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.noPlatforms,No Platforms,12
conn.noPlatforms,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.noPlatforms,No Platforms,5
conn.noPlatformsDesc,crm.contentCal.catalogSync,crm.contentCal.catalogSync.conn.noPlatformsDesc,No Platforms,12
conn.noPlatformsDesc,pages.marketingIntel.influencer.catalogSync,pages.marketingIntel.influencer.catalogSync.conn.noPlatformsDesc,No Platforms,5
ds.badgeTotalFields,crm.contentCal,crm.contentCal.ds.badgeTotalFields,Total Fields,12
ds.badgeTotalFields,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.badgeTotalFields,Total Fields,3
ds.badgeMetrics,crm.contentCal,crm.contentCal.ds.badgeMetrics,Metrics,12
ds.badgeMetrics,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.badgeMetrics,Metrics,3
ds.badgeAlertRules,crm.contentCal,crm.contentCal.ds.badgeAlertRules,Alert Rules,12
ds.badgeAlertRules,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.badgeAlertRules,Alert Rules,3
ds.badgePlatforms,crm.contentCal,crm.contentCal.ds.badgePlatforms,Platforms,12
ds.badgePlatforms,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.badgePlatforms,Platforms,3
ds.tabSchemaDesc,crm.contentCal,crm.contentCal.ds.tabSchemaDesc,Field definitions by domain,12
ds.tabSchemaDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.tabSchemaDesc,Field definitions by domain,3
ds.tabPipeline,crm.contentCal,crm.contentCal.ds.tabPipeline,Pipeline,12
ds.tabPipeline,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.tabPipeline,Pipeline,3
ds.tabMetricsDesc,crm.contentCal,crm.contentCal.ds.tabMetricsDesc,Metrics catalog,12
ds.tabMetricsDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.tabMetricsDesc,Metrics catalog,3
ds.tabAlertsDesc,crm.contentCal,crm.contentCal.ds.tabAlertsDesc,Threshold alert rules,12
ds.tabAlertsDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.tabAlertsDesc,Threshold alert rules,3
ds.tabGuideDesc,crm.contentCal,crm.contentCal.ds.tabGuideDesc,Usage guide,12
ds.tabGuideDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.tabGuideDesc,Usage guide,3
ds.ugcInfluencer,crm.contentCal,crm.contentCal.ds.ugcInfluencer,UGC/Influencer,12
ds.ugcInfluencer,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.ugcInfluencer,UGC/Influencer,3
ds.secCampaignHierarchy,crm.contentCal,crm.contentCal.ds.secCampaignHierarchy,Campaign Hierarchy,12
ds.secCampaignHierarchy,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.secCampaignHierarchy,Campaign Hierarchy,3
ds.secAudienceTarget,crm.contentCal,crm.contentCal.ds.secAudienceTarget,Audience Targeting,12
ds.secAudienceTarget,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.secAudienceTarget,Audience Targeting,3
ds.secPerfMetrics,crm.contentCal,crm.contentCal.ds.secPerfMetrics,Performance Metrics,12
ds.secPerfMetrics,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.secPerfMetrics,Performance Metrics,3
ds.secOrder,crm.contentCal,crm.contentCal.ds.secOrder,Order Info,12
ds.secOrder,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.secOrder,Order Info,3
ds.secSettlement,crm.contentCal,crm.contentCal.ds.secSettlement,Settlement Info,12
ds.secSettlement,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.secSettlement,Settlement Info,3
ds.secReturnClaim,crm.contentCal,crm.contentCal.ds.secReturnClaim,Returns/Claims,12
ds.secReturnClaim,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.secReturnClaim,Returns/Claims,3
ds.secCreatorIdentity,crm.contentCal,crm.contentCal.ds.secCreatorIdentity,Creator Identity,12
ds.secCreatorIdentity,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.secCreatorIdentity,Creator Identity,3
ds.secContract,crm.contentCal,crm.contentCal.ds.secContract,Contract Info,12
ds.secContract,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.secContract,Contract Info,3
ds.secContentPerf,crm.contentCal,crm.contentCal.ds.secContentPerf,Content Performance,12
ds.secContentPerf,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.secContentPerf,Content Performance,3
ds.thField,crm.contentCal,crm.contentCal.ds.thField,Field,12
ds.thField,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.thField,Field,3
ds.thType,crm.contentCal,crm.contentCal.ds.thType,Type,12
ds.thType,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.thType,Type,3
ds.thRequired,crm.contentCal,crm.contentCal.ds.thRequired,Required,12
ds.thRequired,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.thRequired,Required,3
ds.thDesc,crm.contentCal,crm.contentCal.ds.thDesc,Description,12
ds.thDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.thDesc,Description,3
ds.thExample,crm.contentCal,crm.contentCal.ds.thExample,Example,12
ds.thExample,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.thExample,Example,3
ds.thTags,crm.contentCal,crm.contentCal.ds.thTags,Tags,12
ds.thTags,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.thTags,Tags,3
ds.fields,crm.contentCal,crm.contentCal.ds.fields,fields,12
ds.fields,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.fields,fields,3
ds.platforms,crm.contentCal,crm.contentCal.ds.platforms,Platforms,12
ds.platforms,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.platforms,Platforms,3
ds.fEventId,crm.contentCal,crm.contentCal.ds.fEventId,Event unique ID,12
ds.fEventId,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.fEventId,Event unique ID,3
ds.fPlatform,crm.contentCal,crm.contentCal.ds.fPlatform,Platform identifier,12
ds.fPlatform,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.fPlatform,Platform identifier,3
ds.fAccountId,crm.contentCal,crm.contentCal.ds.fAccountId,Ad account ID,12
ds.fAccountId,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.fAccountId,Ad account ID,3
ds.fCampaignId,crm.contentCal,crm.contentCal.ds.fCampaignId,Campaign ID,12
ds.fCampaignId,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.fCampaignId,Campaign ID,3
ds.fCampaignName,crm.contentCal,crm.contentCal.ds.fCampaignName,Campaign name,12
ds.fCampaignName,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.fCampaignName,Campaign name,3
ds.fCampaignObj,crm.contentCal,crm.contentCal.ds.fCampaignObj,Campaign objective,12
ds.fCampaignObj,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.fCampaignObj,Campaign objective,3
ds.fAdsetId,crm.contentCal,crm.contentCal.ds.fAdsetId,Ad set ID,12
ds.fAdsetId,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.fAdsetId,Ad set ID,3
ds.fAdsetName,crm.contentCal,crm.contentCal.ds.fAdsetName,Ad set name,12
ds.fAdsetName,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.fAdsetName,Ad set name,3
ds.fAdId,crm.contentCal,crm.contentCal.ds.fAdId,Ad ID,12
ds.fAdId,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.fAdId,Ad ID,3
ds.fAdName,crm.contentCal,crm.contentCal.ds.fAdName,Ad name,12
ds.fAdName,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.fAdName,Ad name,3
ds.fCreativeType,crm.contentCal,crm.contentCal.ds.fCreativeType,Creative type,12
ds.fCreativeType,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.fCreativeType,Creative type,3
ds.fKeywordId,crm.contentCal,crm.contentCal.ds.fKeywordId,Keyword ID,12
ds.fKeywordId,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.fKeywordId,Keyword ID,3
ds.fKeywordText,crm.contentCal,crm.contentCal.ds.fKeywordText,Keyword text,12
ds.fKeywordText,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.fKeywordText,Keyword text,3
ds.fMatchType,crm.contentCal,crm.contentCal.ds.fMatchType,Match type,12
ds.fMatchType,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.fMatchType,Match type,3
ds.fAudienceId,crm.contentCal,crm.contentCal.ds.fAudienceId,Audience ID,12
ds.fAudienceId,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.fAudienceId,Audience ID,3
ds.fAudienceType,crm.contentCal,crm.contentCal.ds.fAudienceType,Audience type,12
ds.fAudienceType,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.fAudienceType,Audience type,3
ds.fAgeMin,crm.contentCal,crm.contentCal.ds.fAgeMin,Min age,12
ds.fAgeMin,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.fAgeMin,Min age,3
ds.fAgeMax,crm.contentCal,crm.contentCal.ds.fAgeMax,Max age,12
ds.fAgeMax,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.fAgeMax,Max age,3
ds.fGender,crm.contentCal,crm.contentCal.ds.fGender,Gender,12
ds.fGender,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.fGender,Gender,3
ds.fGeoCountry,crm.contentCal,crm.contentCal.ds.fGeoCountry,Country,12
ds.fGeoCountry,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.fGeoCountry,Country,3
ds.fPlacement,crm.contentCal,crm.contentCal.ds.fPlacement,Placement,12
ds.fPlacement,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.fPlacement,Placement,3
ds.fDeviceType,crm.contentCal,crm.contentCal.ds.fDeviceType,Device type,12
ds.fDeviceType,pages.marketingIntel.influencer,pages.marketingIntel.influencer.ds.fDeviceType,Device type,3
